"Caqui", 835.91, 100
"Cereza", 1069.13, 210
"Manzana", 133.60, 1060
"Limon", 359.01, 609
"Naranja", 12.89, 1010
"Pera", 142.17, 1110
"Batata", 15.59, 800
"Esparrago", 640.87, 184
"Higo", 2568.15, 105
"Champignon", 3612.48, 120
"Alcachofa", 161.34, 306
"Cebolla", 73.86, 776
"Ciruela", 931.21, 846
"Cereza", 1054.71, 228
"Sandia", 58.95, 891
"Kiwi", 454.48, 388
"Melon", 104.94, 320
"Lima", 1189.99, 238
"Manzana", 149.77, 960
"Morron", 2979.52, 558
"Pepino", 44.61, 540
"Tomate", 728.63, 837
"Frutilla", 311.93, 357
"Durazno", 273.76, 960
"Melon", 112.63, 408
"Choclo", 67.51, 273
"Cereza", 975.39, 182
"Naranja", 20.52, 960
"Coliflor", 20.77, 530
"Sandia", 51.40, 810
"TomCherry", 531.59, 190
"Ajo", 934.54, 82
"Choclo", 45.62, 333
"Morron", 3008.38, 546
"TomCherry", 523.84, 178
"Ciruela", 960.54, 891
"Calabaza", 16.34, 832
"Alcachofa", 148.43, 309
"Mandarina", 18.08, 980
"Palta", 510.10, 450
"Esparrago", 615.16, 196
"Palta", 457.35, 565
"Mandarina", 22.74, 1200
"Lima", 1226.59, 188
"TomCherry", 552.75, 178
"Higo", 2417.53, 103
"Coliflor", 35.40, 465
"Caqui", 818.21, 104
"Ajo", 905.91, 120
"Ciruela", 973.15, 891
"Lima", 1016.58, 204
"Calabaza", 16.74, 744
"Melon", 105.43, 424
"Rabanito", 234.32, 255
"Frutilla", 287.38, 315
"Cereza", 1018.73, 168
"Choclo", 48.51, 351
"Pepino", 40.05, 545
"Ciruela", 948.10, 738
"Morron", 2961.51, 684
"Uva", 674.09, 297
"Durazno", 181.93, 776
"Manzana", 148.40, 860
"Alcachofa", 120.17, 330
"Kiwi", 464.49, 452
"Ciruela", 997.39, 738
"Manzana", 141.84, 1040
"Cebolla", 67.06, 712
"Pomelo", 55.30, 927
"Apio", 47.10, 309
"Durazno", 266.98, 880
"Calabaza", 16.84, 824
"Ciruela", 973.69, 765
"Mandarina", 13.10, 1150
"Pera", 173.54, 1070
"Mandarina", 27.10, 970
"Mandarina", 17.68, 1040
"Limon", 311.59, 812
"Mandarina", 14.87, 1160
"Rabanito", 219.03, 354
"Lima", 1403.89, 176
"TomCherry", 534.52, 230
"Champignon", 3696.57, 101
"Calabaza", 20.60, 880
"TomCherry", 555.59, 214
"Pomelo", 50.64, 738
"Banana", 77.34, 840
"Cereza", 1043.78, 208
"Lima", 1137.64, 162
"Calabaza", 14.80, 944
"Pomelo", 44.32, 936
"Durazno", 177.59, 680
"Banana", 72.21, 840
"Manzana", 136.36, 1050
"Batata", 20.88, 940
"Melon", 102.71, 332
"Palta", 1185.63, 340
"Banana", 61.81, 900
"Pepino", 38.71, 580
"Rabanito", 211.44, 264
"Mandarina", 12.36, 910
"Esparrago", 596.89, 188
"Melon", 115.21, 408
"Durazno", 185.76, 768
"Frambuesa", 2015.18, 111
"Esparrago", 622.66, 172
"Uva", 691.38, 354
"Durazno", 167.20, 728
"Palta", 465.92, 535
"Tomate", 734.61, 810
"Durazno", 163.27, 648
"Lechuga", 51.39, 972
"Pepino", 37.90, 470
"Coliflor", 26.63, 600
"Brocoli", 363.69, 404
"Higo", 2470.37, 101
"Sandia", 51.21, 1044
"Lechuga", 35.01, 765
"Lechuga", 37.97, 918
"Palta", 479.92, 525
"Manzana", 138.85, 1130
"Limon", 310.20, 574
"Repollo", 8.51, 630
"Choclo", 58.99, 318
"Ajo", 941.43, 115
"Morron", 2896.29, 690
"Naranja", 13.67, 980
"Berenjena", 48.47, 540
"Lima", 1341.37, 162
"Naranja", 11.78, 900
"Kiwi", 451.62, 416
"Durazno", 242.13, 728
"Uva", 714.53, 315
"Zuccini", 74.80, 510
"Cereza", 1017.43, 172
"Uva", 715.46, 324
"TomCherry", 561.77, 224
"Sandia", 54.14, 1044
"Berenjena", 59.16, 630
"Limon", 306.91, 672
"Frambuesa", 2069.44, 94
"Caqui", 852.66, 105
"Pera", 166.36, 1070
"Banana", 59.52, 920
"Mandarina", 9.70, 920
"Berenjena", 54.88, 684
"Ciruela", 982.06, 981
"Palta", 1132.56, 436
"Tomate", 791.25, 999
"Lima", 1390.81, 220
"Zuccini", 83.54, 660
"Lima", 1374.85, 188
"Batata", 22.36, 950
"Frambuesa", 2081.59, 104
"Palta", 442.05, 565
"Zanahoria", 42.79, 576
"Calabaza", 19.19, 744
"Palta", 1154.32, 408
"Sandia", 64.38, 774
"Lima", 1383.72, 220
"Batata", 20.72, 810
"Pomelo", 56.79, 1035
"Frutilla", 307.39, 330
"Frutilla", 314.62, 351
"Lima", 1041.27, 164
"Lima", 1314.04, 172
"Palta", 462.62, 440
"Higo", 2493.03, 85
"Choclo", 50.92, 264
"Ciruela", 920.61, 720
"Rabanito", 234.58, 261
"Higo", 2515.94, 86
"Berenjena", 52.50, 690
"Brocoli", 325.48, 420
"Apio", 52.81, 360
"Tomate", 797.27, 747
"Morron", 2899.20, 576
"Caqui", 817.84, 114
"Pepino", 35.04, 400
"Sandia", 59.57, 1080
"Durazno", 188.05, 776
"Acelga", 24.81, 909
"Melon", 124.30, 400
"Kinoto", 38.14, 220
"Esparrago", 569.69, 180
"TomCherry", 552.42, 202
"Repollo", 2.54, 595
"Ciruela", 948.31, 729
"Choclo", 47.48, 279
"Limon", 344.59, 840
"Kiwi", 484.61, 340
"Brocoli", 364.58, 392
"Esparrago", 650.64, 160
"Sandia", 60.30, 909
"Tomate", 728.78, 891
"Melon", 98.29, 472
"Mandarina", 11.59, 1130
"Palta", 1187.24, 348
"Banana", 59.49, 1010
"Ciruela", 982.50, 1026
"Lima", 1190.05, 182
"Caqui", 785.71, 118
"Brocoli", 379.66, 424
"Papa", 14.17, 810
"Brocoli", 379.17, 344
"Repollo", 8.85, 770
"Acelga", 23.57, 774
"Morron", 2948.21, 636
"Batata", 26.86, 860
"Limon", 334.04, 840
"Papa", 20.17, 880
"Lechuga", 35.95, 864
"Zanahoria", 31.86, 546
"Batata", 13.45, 1090
"Lima", 1409.20, 164
"Pepino", 37.28, 585
"Durazno", 156.19, 912
"Acelga", 17.17, 936
"Lima", 1145.14, 226
"Berenjena", 53.86, 708
"Frambuesa", 2068.66, 112
"Coliflor", 20.00, 540
"Zanahoria", 25.41, 534
"Zanahoria", 33.58, 582
"Kiwi", 435.80, 428
"Sandia", 46.10, 936
"Cereza", 1032.35, 168
"Acelga", 20.62, 1071
"Acelga", 16.48, 963
"Papa", 21.22, 810
"Pepino", 26.65, 595
"Higo", 2556.39, 94
"Limon", 318.55, 812
"Morron", 2931.58, 642
"Banana", 57.79, 1030
"Lima", 1364.23, 164
"Acelga", 27.42, 972
"Calabaza", 14.69, 680
"Apio", 68.62, 249
"Durazno", 151.27, 912
"Pepino", 35.02, 440
"Morron", 2955.08, 696
"Pomelo", 48.90, 990
"Palta", 460.97, 400
"Frutilla", 285.80, 276
"Lima", 1305.02, 202
"Ciruela", 957.52, 1080
"Choclo", 41.40, 318
"Naranja", 13.30, 850
"Ajo", 963.77, 103
"Kiwi", 441.74, 424
"Naranja", 16.85, 910
"Acelga", 26.51, 846
"Choclo", 48.60, 276
"Lima", 1030.38, 230
"Brocoli", 358.65, 360
"Limon", 330.57, 735
"Durazno", 168.04, 696
"Calabaza", 25.10, 912
"Sandia", 66.70, 981
"Ciruela", 918.39, 909
"Pepino", 42.04, 450
"Choclo", 57.81, 285
"Sandia", 52.46, 720
"Ajo", 855.66, 108
"Coliflor", 22.49, 455
"Apio", 50.46, 360
"Calabaza", 22.98, 752
"Pomelo", 51.37, 738
"Champignon", 3617.13, 100
"Palta", 1130.55, 436
"Lechuga", 43.61, 936
"Morron", 2962.40, 594
"Calabaza", 18.48, 888
"Lima", 1006.98, 234
"Banana", 68.25, 1010
"Apio", 61.51, 309
"Uva", 758.90, 309
"Uva", 721.83, 345
"Palta", 478.78, 435
"Durazno", 183.67, 648
"Mandarina", 23.36, 1060
"Cebolla", 65.72, 920
"Durazno", 269.13, 832
"Melon", 98.28, 476
"Lechuga", 36.14, 1062
"Sandia", 56.72, 900
"Choclo", 51.01, 327
"Apio", 83.34, 282
"Higo", 2470.24, 80
"Repollo", 5.52, 567
"Pera", 159.22, 840
"Mandarina", 20.50, 920
"Esparrago", 606.43, 218
"Sandia", 69.60, 999
"Cebolla", 73.61, 672
"Champignon", 3675.95, 109
"Uva", 661.36, 264
"Rabanito", 222.77, 255
"Repollo", 6.61, 707
"Lima", 1207.05, 176
"Kinoto", 29.97, 178
"Rabanito", 252.67, 267
"Lechuga", 55.17, 756
"Sandia", 77.48, 1062
"Berenjena", 45.34, 654
"Cereza", 1080.73, 160
"Morron", 2990.08, 516
"Morron", 2971.27, 630
"Kinoto", 32.86, 198
"Naranja", 19.09, 940
"Zuccini", 95.19, 528
"Esparrago", 632.48, 234
"Pepino", 47.59, 490
"Frutilla", 312.06, 360
"Kinoto", 29.51, 164
"Palta", 496.91, 410
"Rabanito", 204.32, 297
"Acelga", 20.24, 954
"Brocoli", 357.49, 416
"Melon", 97.48, 480
"Alcachofa", 119.22, 261
"Kiwi", 444.64, 364
"Frambuesa", 2079.37, 91
"Lima", 1198.59, 164
"Palta", 471.39, 590
"Pera", 128.95, 1070
"Lima", 1327.67, 216
"Pomelo", 42.70, 801
"TomCherry", 559.49, 172
"Kinoto", 29.68, 168
"TomCherry", 566.76, 206
"Frambuesa", 2068.25, 117
"Lima", 1237.12, 212
"Frutilla", 257.51, 360
"Lima", 1038.24, 166
"Morron", 2949.60, 534
"Alcachofa", 170.97, 246
"Palta", 1132.83, 352
"Mandarina", 18.11, 970
"Rabanito", 250.69, 318
"Berenjena", 65.35, 654
"Cereza", 999.99, 186
"Naranja", 18.84, 1150
"Zuccini", 86.41, 576
"Melon", 108.87, 408
"Kinoto", 32.68, 172
"Naranja", 21.80, 920
"Mandarina", 13.76, 850
"Kiwi", 427.75, 460
"Manzana", 129.35, 1090
"Rabanito", 231.71, 348
"Naranja", 12.86, 970
"Batata", 23.75, 1190
"Frambuesa", 2056.61, 100
"Mandarina", 21.69, 1080
"Morron", 2936.18, 552
"Mandarina", 18.68, 810
"Durazno", 270.97, 648
"Pera", 164.62, 950
"Calabaza", 17.53, 736
"Frutilla", 295.99, 255
"Lima", 1383.64, 220
"Naranja", 14.84, 970
"Berenjena", 60.44, 606
"Uva", 696.95, 297
"Palta", 1181.37, 408
"Limon", 310.85, 784
"Tomate", 783.21, 738
"Rabanito", 207.49, 357
"Naranja", 16.81, 1120
"Mandarina", 26.12, 1130
"Berenjena", 45.44, 504
"Champignon", 3636.36, 117
"Repollo", 7.19, 602
"Batata", 15.76, 990
"Calabaza", 27.79, 928
"Papa", 19.03, 960
"Choclo", 64.73, 324
"Caqui", 861.52, 99
"TomCherry", 531.27, 194
"Uva", 774.24, 354
"Higo", 2504.69, 83
"Palta", 501.93, 515
"Lechuga", 33.62, 828
"TomCherry", 563.84, 234
"Cereza", 1049.02, 238
"Batata", 20.66, 990
"Lima", 1024.26, 204
"Choclo", 66.75, 261
"Kinoto", 30.37, 174
"Cebolla", 74.16, 920
"Mandarina", 20.97, 880
"Caqui", 817.71, 85
"Rabanito", 230.70, 300
"Durazno", 253.37, 736
"Pepino", 35.71, 405
"Frutilla", 285.33, 273
"Durazno", 199.55, 936
"Champignon", 3694.64, 103
"Palta", 471.27, 475
"Lima", 1033.90, 224
"Pepino", 42.74, 540
"Pepino", 36.59, 580
"Cebolla", 77.85, 696
"Lima", 1034.18, 198
"Papa", 20.54, 1010
"Apio", 55.71, 312
"Alcachofa", 155.80, 309
"Pomelo", 42.27, 918
"Pera", 138.32, 1020
"Frutilla", 284.07, 252
"Brocoli", 361.72, 420
"Rabanito", 213.43, 279
"Coliflor", 29.42, 410
"Palta", 1144.85, 412
"Berenjena", 64.26, 528
"Lima", 1228.13, 182
"Zanahoria", 38.57, 540
"Lima", 1298.26, 234
"Acelga", 25.96, 756
"Manzana", 158.20, 980
"Ajo", 921.13, 117
"Frutilla", 308.88, 360
"Berenjena", 52.91, 552
"Frutilla", 302.32, 348
"Zuccini", 79.86, 690
"Esparrago", 608.07, 190
"Zanahoria", 33.32, 576
"Durazno", 158.63, 752
"Melon", 105.47, 420
"Palta", 1162.48, 456
"Papa", 16.43, 930
"Esparrago", 614.84, 160
"Manzana", 135.90, 1040
"Pepino", 42.61, 435
"Pepino", 43.15, 405
"Cereza", 992.62, 228
"Zuccini", 102.04, 528
"Lima", 1306.88, 212
"Sandia", 60.09, 1053
"Uva", 694.54, 288
"Lima", 1403.05, 170
"Frambuesa", 2102.43, 117
"Berenjena", 61.72, 666
"Uva", 720.71, 267
"Durazno", 179.48, 656
"Mandarina", 24.07, 1180
"Morron", 2947.08, 678
"Pomelo", 52.43, 828
"Tomate", 720.07, 972
"Limon", 333.00, 623
"Durazno", 145.04, 920
"Lechuga", 35.87, 729
"Berenjena", 66.38, 558
"Naranja", 13.16, 1190
"Morron", 2984.45, 666
"Brocoli", 392.01, 356
"Zuccini", 85.39, 480
"Durazno", 272.34, 816
"Repollo", 1.85, 679
"Batata", 23.53, 1010
"Frutilla", 311.17, 351
"Melon", 107.75, 408
"Durazno", 143.76, 704
"Ajo", 967.37, 110
"Manzana", 145.58, 800
"Berenjena", 45.99, 504
"TomCherry", 554.66, 200
"Pomelo", 43.98, 846
"Durazno", 151.72, 880
"TomCherry", 597.48, 160
"Esparrago", 623.20, 234
"Ajo", 900.81, 93
"Kinoto", 34.58, 216
"Lima", 1173.94, 170
"Morron", 2889.85, 666
"Choclo", 49.43, 270
"Ciruela", 1014.62, 1026
"Zanahoria", 39.88, 654
"Coliflor", 21.64, 520
"Ajo", 942.82, 90
"Palta", 1171.31, 420
"Papa", 22.35, 810
"Brocoli", 335.98, 340
"Naranja", 9.98, 1130
"Banana", 64.05, 1120
"TomCherry", 495.96, 208
"TomCherry", 529.21, 196
"Cebolla", 54.74, 928
"Kinoto", 22.52, 224
"Mandarina", 26.99, 920
"Mandarina", 16.90, 1120
"Limon", 362.14, 728
"Acelga", 24.00, 1044
"Ciruela", 1016.33, 972
"Coliflor", 24.23, 540
"Uva", 677.57, 270
"Mandarina", 23.93, 850
"Frutilla", 302.74, 321
"Melon", 86.49, 360
"Naranja", 17.50, 1090
"Limon", 349.92, 609
"Champignon", 3562.59, 91
"Higo", 2559.12, 89
"Alcachofa", 160.56, 342
"Uva", 701.71, 306
"Banana", 60.17, 1030
"Palta", 494.98, 510
"Tomate", 836.05, 999
"Cereza", 996.29, 166
"Papa", 17.68, 800
"Melon", 110.51, 412
"Caqui", 800.08, 114
"Ciruela", 1041.59, 981
"Lima", 1033.81, 196
"Pomelo", 44.62, 873
"Acelga", 21.71, 792
"Tomate", 751.21, 810
"Brocoli", 390.03, 320
"Lima", 1198.01, 224
"Lima", 1334.43, 206
"Brocoli", 328.55, 416
"Durazno", 142.15, 816
"Kiwi", 378.07, 472
"Ajo", 845.23, 102
"Pepino", 34.45, 570
"Choclo", 54.64, 348
"Limon", 329.00, 644
"Rabanito", 187.62, 252
"Mandarina", 16.24, 1030
"Naranja", 11.53, 880
"Lechuga", 33.15, 900
"Melon", 111.29, 396
"Brocoli", 368.46, 376
"Kinoto", 37.31, 210
"Sandia", 44.75, 1008
"Alcachofa", 139.90, 321
"Rabanito", 224.55, 339
"Coliflor", 28.05, 420
"Pepino", 39.40, 525
"Frambuesa", 2065.83, 115
"Durazno", 147.01, 920
"Lechuga", 40.08, 810
"Caqui", 848.03, 95
"Lechuga", 41.19, 792
"Durazno", 267.19, 736
"Melon", 93.24, 380
"Durazno", 269.03, 800
"Lima", 1218.79, 238
"Acelga", 13.03, 891
"Durazno", 271.11, 768
"Ciruela", 956.21, 756
"Lima", 1074.69, 160
"Palta", 487.68, 475
"Champignon", 3600.17, 99
"Calabaza", 11.08, 640
"Ajo", 975.06, 91
"Batata", 27.54, 1080
"Caqui", 877.96, 83
"Uva", 694.54, 243
"Batata", 18.73, 850
"Cereza", 998.54, 240
"Choclo", 47.62, 345
"Berenjena", 69.85, 672
"Higo", 2475.98, 104
"Limon", 330.09, 637
"Cebolla", 63.45, 664
"Choclo", 57.40, 282
"Rabanito", 211.92, 360
"Brocoli", 339.60, 320
"Acelga", 28.77, 729
"Caqui", 836.12, 80
"Choclo", 60.37, 327
"Ciruela", 980.72, 909
"Mandarina", 13.64, 1130
"Choclo", 54.02, 330
"Palta", 1124.06, 440
"Lima", 1386.67, 240
"Ajo", 932.12, 84
"Durazno", 179.21, 648
"Uva", 735.38, 243
"Pomelo", 36.65, 1017
"Lima", 1230.08, 170
"Durazno", 258.75, 816
"Durazno", 327.30, 768
"Sandia", 71.55, 873
"Naranja", 15.81, 1080
"Mandarina", 19.80, 960
"Frutilla", 300.07, 357
"Limon", 329.29, 707
"Lima", 1384.15, 210
"Uva", 705.34, 249
"Uva", 750.28, 276
"Pera", 138.66, 1080
"Brocoli", 320.42, 328
"Naranja", 22.06, 1030
"Zanahoria", 46.11, 708
"Caqui", 857.47, 114
"Apio", 60.89, 294
"Papa", 17.48, 820
"Berenjena", 61.84, 678
"Frutilla", 309.48, 282
"Esparrago", 660.55, 238
"Durazno", 137.17, 832
"Batata", 26.57, 930
"Mandarina", 19.79, 1170
"Durazno", 290.42, 920
"Manzana", 147.94, 920
"Mandarina", 23.10, 1180
"Brocoli", 363.58, 356
"Pepino", 50.13, 435
"Pera", 150.71, 880
"Lima", 1038.40, 214
"Durazno", 241.27, 888
"Brocoli", 354.92, 376
"Ajo", 855.54, 92
"Ajo", 932.60, 99
"Zuccini", 86.38, 576
"Zuccini", 80.45, 492
"Acelga", 20.36, 855
"Calabaza", 16.43, 680
"Repollo", 3.14, 826
"Ciruela", 925.62, 747
"Esparrago", 601.09, 204
"Lechuga", 40.06, 990
"Banana", 48.88, 910
"Papa", 16.11, 930
"Melon", 94.20, 420
"Ciruela", 1018.83, 972
"Pera", 149.78, 1040
"Ciruela", 938.33, 945
"Alcachofa", 148.09, 252
"Ciruela", 952.67, 729
"Palta", 529.88, 570
"Banana", 84.40, 1060
"Pepino", 37.22, 560
"Lima", 1195.80, 216
"Zanahoria", 42.28, 696
"Palta", 1164.02, 464
"Zanahoria", 42.37, 552
"Lima", 1221.33, 176
"Banana", 72.76, 830
"Mandarina", 28.60, 920
"Cebolla", 77.14, 944
"Palta", 484.70, 510
"Cebolla", 66.36, 680
"Uva", 710.71, 345
"Pera", 165.85, 920
"Frambuesa", 2006.68, 90
"Manzana", 131.87, 930
"Naranja", 9.28, 830
"Cebolla", 79.42, 816
"Choclo", 53.31, 306
"Mandarina", 20.33, 1150
"Berenjena", 54.30, 624
"Coliflor", 22.22, 425
"Lima", 1028.50, 174
"Higo", 2552.69, 105
"Acelga", 18.63, 891
